session_id	original_session_id
ses-FranklinDY01+g0	ses-FranklinDY01-g0
ses-FranklinDY02+g0	ses-FranklinDY02-g0
ses-FranklinDY03+g0	ses-FranklinDY03-g0
ses-FranklinDY04+g0	ses-FranklinDY04-g0
ses-FranklinDY05+g0	ses-FranklinDY05-g0
ses-FranklinDY06+g0	ses-FranklinDY06-g0
ses-FranklinDY07+g0	ses-FranklinDY07-g0
ses-FranklinDY08+g0	ses-FranklinDY08-g0
ses-FranklinDY09+g0	ses-FranklinDY09-g0
ses-FranklinDY10+g0	ses-FranklinDY10-g0
ses-FranklinDY11+g0	ses-FranklinDY11-g0
ses-FranklinDY12+g0	ses-FranklinDY12-g0
ses-FranklinDY13+g0	ses-FranklinDY13-g0
ses-FranklinDY14+g0	ses-FranklinDY14-g0
ses-FranklinDY15+g0	ses-FranklinDY15-g0
ses-FranklinDY16+g0	ses-FranklinDY16-g0
ses-FranklinDY17+g0	ses-FranklinDY17-g0
ses-FranklinDY18+g0	ses-FranklinDY18-g0
ses-FranklinDY19+g0	ses-FranklinDY19-g0
ses-FranklinDY20+g0	ses-FranklinDY20-g0
