session_id	original_session_id
ses-AppleBottomDY01+g1	ses-AppleBottomDY01-g1
ses-AppleBottomDY02+g1	ses-AppleBottomDY02-g1
ses-AppleBottomDY03+g1	ses-AppleBottomDY03-g1
ses-AppleBottomDY04+g1	ses-AppleBottomDY04-g1
ses-AppleBottomDY05+g1	ses-AppleBottomDY05-g1
ses-AppleBottomDY06+g1	ses-AppleBottomDY06-g1
ses-AppleBottomDY07+g1	ses-AppleBottomDY07-g1
ses-AppleBottomDY08+g1	ses-AppleBottomDY08-g1
ses-AppleBottomDY09+g1	ses-AppleBottomDY09-g1
ses-AppleBottomDY10+g1	ses-AppleBottomDY10-g1
ses-AppleBottomDY11+g1	ses-AppleBottomDY11-g1
ses-AppleBottomDY12+g1	ses-AppleBottomDY12-g1
ses-AppleBottomDY13+g1	ses-AppleBottomDY13-g1
ses-AppleBottomDY14+g1	ses-AppleBottomDY14-g1
ses-AppleBottomDY15+g1	ses-AppleBottomDY15-g1
ses-AppleBottomDY16+g1	ses-AppleBottomDY16-g1
ses-AppleBottomDY17+g1	ses-AppleBottomDY17-g1
ses-AppleBottomDY18+g1	ses-AppleBottomDY18-g1
ses-AppleBottomDY19+g1	ses-AppleBottomDY19-g1
ses-AppleBottomDY20+g1	ses-AppleBottomDY20-g1
