session_id	original_session_id
ses-CurieDY01+g1	ses-CurieDY01-g1
ses-CurieDY02+g1	ses-CurieDY02-g1
ses-CurieDY03+g1	ses-CurieDY03-g1
ses-CurieDY05+g1	ses-CurieDY05-g1
ses-CurieDY06+g1	ses-CurieDY06-g1
ses-CurieDY07+g1	ses-CurieDY07-g1
ses-CurieDY08+g1	ses-CurieDY08-g1
ses-CurieDY09+g1	ses-CurieDY09-g1
ses-CurieDY10+g1	ses-CurieDY10-g1
ses-CurieDY11+g1	ses-CurieDY11-g1
ses-CurieDY12+g1	ses-CurieDY12-g1
ses-CurieDY13+g1	ses-CurieDY13-g1
ses-CurieDY14+g1	ses-CurieDY14-g1
ses-CurieDY15+g1	ses-CurieDY15-g1
ses-CurieDY16+g1	ses-CurieDY16-g1
ses-CurieDY17+g1	ses-CurieDY17-g1
ses-CurieDY18+g1	ses-CurieDY18-g1
ses-CurieDY19+g1	ses-CurieDY19-g1
ses-CurieDY20+g1	ses-CurieDY20-g1
